_id,Gemeente,CBS gemeentecode,Nummer stembureau,Naam stembureau,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Districtcode,Openingstijden,Mindervaliden toegankelijk,Invalidenparkeerplaatsen,Akoestiek,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Contactgegevens,Beschikbaarheid,ID,UUID
3867,Heerenveen,GM0074,22,Dorpshuis de Kiekenhof,bijeenkomstfunctie,,Wijk 04 Jubbega,WK007404,Nieuwehorne,BU00740404,0074200000361273,Molenweg,29,,8414LJ,Nieuwehorne,,,,6.06380853023996,52.9512268203551,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,90b77b2b45254b839f67d49e342df180
3868,Heerenveen,GM0074,23,Dorpshuis de Kiekenhof,bijeenkomstfunctie,,Wijk 04 Jubbega,WK007404,Nieuwehorne,BU00740404,0074200000361273,Molenweg,29,,8414LJ,Nieuwehorne,,,,6.06380853023996,52.9512268203551,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,1cee16d86dd54c84a6031b953c9cbbec
3869,Heerenveen,GM0074,24,het Streekcentrum,bijeenkomstfunctie,,Wijk 04 Jubbega,WK007404,Jubbega,BU00740406,0074200000359069,Schoterlandseweg,46,,8411ZD,Jubbega,,,,6.11520538625853,52.9755119062946,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,e1603602496b4f10af4e319447b43784
3870,Heerenveen,GM0074,25,Dorpshuis it Pipegaeltsje,bijeenkomstfunctie,,Wijk 04 Jubbega,WK007404,Jubbega,BU00740406,0074200000390461,Schoterlandseweg,221,,8411ZE,Jubbega,,,,6.14412067153145,52.9868530179565,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,3f9948f3d34d4d74af40b82f401a491d
3871,Heerenveen,GM0074,26,De Kompenije,"bijeenkomstfunctie, sportfunctie",,Wijk 04 Jubbega,WK007404,Jubbega,BU00740406,0074200002057099,Ericalaan,24,,8411VK,Jubbega,,,,6.12600653665795,53.0030350704925,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,2068b3d4e146468b8c8e0c39cae3d594
3872,Heerenveen,GM0074,27,De Kompenije,"bijeenkomstfunctie, sportfunctie",,Wijk 04 Jubbega,WK007404,Jubbega,BU00740406,0074200002057099,Ericalaan,24,,8411VK,Jubbega,,,,6.12600653665795,53.0030350704925,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,8184448f7b4c4d4384a1e47b472d8fce
3873,Heerenveen,GM0074,28,De Barte,"bijeenkomstfunctie, sportfunctie",,Wijk 03 Hoornsterzwaag,WK007403,De Knipe,BU00740301,0074200000381451,Ds Veenweg,10,,8456HR,De Knipe,,,,5.9790556372071,52.9675559119565,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,552df2f493c340d682141ef0f1a83b72
3874,Heerenveen,GM0074,29,MFA Aenwirden,"bijeenkomstfunctie, sportfunctie",,,,,,0074200002050176,it Hiem,3,,8458CA,Tjalleberd,,,,5.819161,52.97018,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,0bbab35c36e04159ba7beea3e37eee6e
3875,Heerenveen,GM0074,30,Verzorgingscentrum Leppehiem,"woonfunctie, gezondheidszorgfunctie, kantoorfunctie",,Boarnsterhim,WK007409,Akkrum,BU00740901,0055200000267447,Leppedyk,37,,8491GJ,Akkrum,,,,5.83517991239113,53.0513137757222,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,4b949d4889f4402d8cdb080efd2c1dc6
3876,Heerenveen,GM0074,31,Obs Akkrum,onderwijsfunctie,,Boarnsterhim,WK007409,Akkrum,BU00740901,0055200000289805,De Stringen,1,,8491HA,Akkrum,,,,5.84802854983759,53.04971826193,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,744a98c4446f4237aace0d6ee0d0b02b
3877,Heerenveen,GM0074,32,Dorpshuis De Jister,bijeenkomstfunctie,,Boarnsterhim,WK007409,Aldeboarn,BU00740903,0055200000285991,Skoallereed,2,,8495KJ,Aldeboarn,,,,5.89550139509313,53.0471997157617,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,a643c786859648b3bd5b7485ddf4dfda
3878,Heerenveen,GM0074,33,It Deelshûs,"bijeenkomstfunctie, sportfunctie",,Skarsterlân,WK007407,Haskerdijken,BU00740701,0051200001262208,Tolvepaed,2,,8468BJ,Haskerdijken,,,,5.87980430503282,52.9937971647519,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,357ff5c6ccfb4232ac6b0f713157f8f7
3879,Heerenveen,GM0074,34,Lantearne,woonfunctie,,Boarnsterhim,WK007409,Akkrum,BU00740901,0055200000267935,Dringelstrjitte,13,,8491CR,Akkrum,,,,5.83376854615959,53.049046637396,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,7c9216be4df3411b91f81741bf19f0d4
3880,Heerenveen,GM0074,35,Meester Duisterhoutschool,onderwijsfunctie,,Wijk 01 Heerenveen,WK007401,Skoatterwald,BU00740107,0074200000408521,Domela Nieuwenhuisweg,5,,8448GK,Heerenveen,,,,5.94089633740255,52.9612545001403,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,62b46b3fc5054d989e93f23abefedc74
3881,Heerenveen,GM0074,36,De Spil,kantoorfunctie,,Wijk 01 Heerenveen,WK007401,Skoatterwald,BU00740107,0074200000400865,Schoterplein,49,,8448RP,Heerenveen,,,,5.94946046217709,52.9593011782746,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,7717373229d54e26bb1ac67016488c87
3882,Heerlen,GM0917,6,St. De TWEE gezusters,"bijeenkomstfunctie, kantoorfunctie",,Wijk 33 Heerlen-Centrum,WK091733,Heerlen-Centrum,BU09173300,0917200000021385,Putgraaf,3,,6411GT,Heerlen,,,,5.9813099,50.8864423,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,486e96c4d7124323963fa8f7f1d5d7ec
3883,Heerenveen,GM0074,37,Mobiel stembureau,woonfunctie,,Wijk 01 Heerenveen,WK007401,Noord,BU00740100,0074200000364329,Fedde Schurerplein,2,,8441PT,Heerenveen,Parkeerplaats,,,5.914152,52.971839,,2018-03-21T12:30:00 tot 2018-03-21T15:00:00,N,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,ba4145ba86584c8f81aa5f56ae8edb73
3884,Heerenveen,GM0074,37,Mobiel stembureau,onderwijsfunctie,,Wijk 01 Heerenveen,WK007401,Midden,BU00740102,0074200000381035,Abe Lenstra boulevard,29,,8448JA,Heerenveen,,,,5.937543,52.957542,,2018-03-21T08:00:00 tot 2018-03-21T10:30:00,N,,,,Heerenveen,Heerenveen,Bureau Verkiezingen afdeling Publiek. Gemeente Heerenveen (Crackstraat 2 Heerenveen) verkiezingen@heerenveen.nl,https://www.heerenveen.nl,NLODSGM0074stembureaus20180321002,5de6598ef680498e973cb28d4c0072fc
3885,Heerlen,GM0917,12,Zorgcentrum St. Anna,gezondheidszorgfunctie,,Wijk 36 Welten-Benzenrade,WK091736,Welten-Dorp,BU09173601,0917200000107355,De Doom,9,,6419CW,Heerlen,,,,5.9697932,50.8736647,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,6c8ddcdd870f4a479607f2af51b91885
3886,Heerlen,GM0917,14,Verpleeghuis Plataan,gezondheidszorgfunctie,,Wijk 36 Welten-Benzenrade,WK091736,Ziekenhuis,BU09173602,0917200000010817,Henri Dunantstraat,3,,6419PB,Heerlen,,,,5.9753333,50.8712635,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,c8d61fa6a52c4bfda5056998222967d3
3887,Heerlen,GM0917,15,Wijkgebouw Peter Schunck,"bijeenkomstfunctie, kantoorfunctie",,Wijk 40 Heerlerbaan-Centrum,WK091740,Heerlerbaan-Oost,BU09174000,0917200000106726,Peter Schunckstraat,340,,6418XL,Heerlen,,,,6.0091831,50.8636256,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,02904d0d21654724a9aa484bca7a83be
3888,Heerlen,GM0917,17,Gemeenschapshuis Caumerbron,bijeenkomstfunctie,,Wijk 40 Heerlerbaan-Centrum,WK091740,Heerlerbaan-Oost,BU09174000,0917200000003961,Corisbergweg,197,,6418CV,Heerlen,,,,6.0053013,50.8686353,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,b519877c64ab442ea652e3b2da597f4c
3889,Heerlen,GM0917,18,Vitalis Parc Imstenrade,kantoorfunctie,,Wijk 41 Heerlerbaan-Schil,WK091741,Heerlerbaan-West,BU09174102,0917200000052191,Parc Imstenrade,66,,6418PP,Heerlen,,,,5.991245,50.8648083,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,6073f0c48c754dc086d96ffc3420ca2c
3890,Amsterdam,GM0363,,De KLeine Valk,,,Oude Pijp,WK036324,Gerard Doubuurt,BU03632401,,Marie Heinekenplein,5,,,Amsterdam,,,,4.8916888858416,52.3572396783109,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Amsterdam,Amsterdam,,,NLODSGM0363stembureaus20180321002,8a7f41b31b58424cb9664ce77ac510fc
3891,Heerlen,GM0917,37,Sporthal Varenbeuk,"bijeenkomstfunctie, sportfunctie",,Wijk 20 Vrieheide-De Stack,WK091720,Nieuw-Einde,BU09172002,0917200000010570,Hei-Carisborgweg,19,,6414NL,Heerlen,,,,5.9618539,50.9263618,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,b10457ca4b0c46a0a84c09d0a22a5e31
3892,Heerlen,GM0917,104,Buurtcentrum de Koffiepot,woonfunctie,,Wijk 12 Hoensbroek-De Dem,WK091712,Hoensbroek-Centrum,BU09171200,0917200000051367,Kasteel Hoensbroeklaan,190,,6433AM,Hoensbroek,,,,5.9220806,50.9184624,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,eabea2fea92041de8d95930f1b6d207b
3893,Heerlen,GM0917,29,Zorgcentrum De Regenboog,gezondheidszorgfunctie,,Wijk 32 Meezenbroek-Schaesbergerveld,WK091732,Burettestraat en omgeving,BU09173201,0917200000107489,Meezenbroekerweg,13,,6415SC,Heerlen,,,,5.9828566,50.9005443,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,6c79c893e1f44125b41deba32d20b196
3894,Heerlen,GM0917,34,Ouderencentrum Hooghendael,bijeenkomstfunctie,,Wijk 21 Heerlerheide-Passart,WK091721,Heerlerheide Kom,BU09172101,0917200000046822,Gravenstraat,107,,6413ER,Heerlen,,,,5.9569743,50.9147362,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,6c74227ef01e44f6805ff6a42ff50e87
3895,Heerlen,GM0917,107,Multifunctioneel Centrum Gebrook,sportfunctie,,Wijk 13 Nieuw Lotbroek,WK091713,Nieuw Lotbroek-Zuid,BU09171301,0917200000043927,Prinsenstraat,12,,6433GJ,Hoensbroek,,,,5.9261608,50.9098321,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,6d8946a26c3f4c7aa5099826a3a1beec
3896,Heerlen,GM0917,115,BMV Aldenhof,"bijeenkomstfunctie, onderwijsfunctie, sportfunctie",,Wijk 12 Hoensbroek-De Dem,WK091712,De Dem en omgeving,BU09171201,0917200000106418,Mgr. Nolensstraat,29,,6431JL,Hoensbroek,,,,5.9327348,50.9250731,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,6f8356bd1b5e472dbd11b1af1032d92f
3897,Heerlen,GM0917,116,Ouderencentrum Butting Inn,bijeenkomstfunctie,,Wijk 12 Hoensbroek-De Dem,WK091712,De Dem en omgeving,BU09171201,0917200000044995,Buttingstraat,278,,6431JK,Hoensbroek,,,,5.9376041,50.9239987,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Heerlen,Heerlen,https://www.heerlen.nl,https://www.heerlen.nl,NLODSGM0917stembureaus20180321002,0cb29cf681384c2485001d825dca7824
3898,Aalten,GM0197,,Gebouw De Ringkamp,bijeenkomstfunctie,,Wijk 01 Buitengebied Aalten,WK019701,Verspreide huizen Haart,BU01970111,0197200000042798,Huiskermatedijk,4,,7121KL,Aalten,,,,6.619415493,51.91605488,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Aalten,Aalten,,,NLODSGM0197stembureaus20180321002,e5f9c48401d648f583f773308fa14d2b
3899,Hilversum,GM0402,1,Raadhuis,kantoorfunctie,,Noordwest,WK040202,Raadhuiskwartier,BU04020202,0402200001578484,Dudokpark,1,,1217JE,Hilversum,,,,5.1692045,52.229401,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,9393ac7275894f0ba873396a0b1d007f
3900,Hilversum,GM0402,2,Mozarthof School,onderwijsfunctie,,Noordwest,WK040202,Villaparken,BU04020204,0402200001595220,Mozartlaan,29,,1217CM,Hilversum,,,,5.15434196903629,52.2376590243544,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,f1e0db73198a4d2a83a9a329a4358986
3901,Hilversum,GM0402,3,Openbare Bibliotheek,bijeenkomstfunctie,,Noordwest,WK040202,Boomberg,BU04020201,0402200001545798,'s-Gravelandseweg,55,,1217EH,Hilversum,,,,5.16696981451369,52.2271225673182,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,3bfc6f6f6bc7457886dc02a471277239
3902,Hilversum,GM0402,4,Christelijk Verpleeghuis Gooizicht,"woonfunctie, gezondheidszorgfunctie",,Noordwest,WK040202,Boomberg,BU04020201,0402200001603651,Paulus van Loolaan,21,,1217SH,Hilversum,ingang Bergweg,,,5.16158760986453,52.2239035828627,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,8f4211dbb538499c83ef31fc74277797
3903,Hilversum,GM0402,5,Zorgcentrum De Boomberg,"woonfunctie, gezondheidszorgfunctie",,Noordwest,WK040202,Boomberg,BU04020201,0402200001572836,Vaartweg,42,,1217SV,Hilversum,,,,5.16609114653515,52.2228797057421,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,940648d5b6df4909abe95352c9f10e67
3904,Hilversum,GM0402,6,Annagebouw,bijeenkomstfunctie,,Centrum,WK040201,Sint Vitusbuurt,BU04020103,0402200001628073,Emmastraat,5,,1211NE,Hilversum,,,,5.17921542437383,52.2219810111794,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,9e95b08d545945008475910e62fdfc40
3905,Hilversum,GM0402,20,Paulusschool,onderwijsfunctie,,Zuid,WK040204,Bloemenkwartier Zuid,BU04020402,0402200001551070,Irisstraat,2,,1214ET,Hilversum,,,,5.16673526182352,52.2146587822585,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,beade792f6144817b935b333cef1238a
3906,Hilversum,GM0402,7,Emmaus RK Parochie,bijeenkomstfunctie,,Zuidwest,WK040203,Kerkelanden,BU04020304,0402200001583605,Kerkelandenlaan,5,,1216RN,Hilversum,,,,5.14625817410727,52.2165011552644,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,497f1b72684c44ab89cc058459d849d1
3907,Hilversum,GM0402,8,Wijkcentrum De Koepel,"bijeenkomstfunctie, sportfunctie",,Zuidwest,WK040203,Kerkelanden,BU04020304,0402200001558065,Kapittelweg,399,,1216JC,Hilversum,,,,5.1405214963705,52.2156409706332,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,3dced986ab5947c1be2d939e49bcf81a
3908,Hilversum,GM0402,9,Goudenregenschool Kerkelanden,onderwijsfunctie,,Zuidwest,WK040203,Kerkelanden,BU04020304,0402200001601024,Augustinushof,59,,1216LD,Hilversum,,,,5.13579618326408,52.2173646534021,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,99244d726e464b998992c2b02b96859e
3909,Hilversum,GM0402,10,Nieuw Kerkelanden,"woonfunctie, gezondheidszorgfunctie, overige gebruiksfunctie",,Zuidwest,WK040203,Kerkelanden,BU04020304,0402200001542842,Franciscusweg,137,,1216SB,Hilversum,,,,5.14555844043016,52.2152991180428,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,d7d3a560fd3f45da84f1d6efcff18a31
3910,Hilversum,GM0402,11,Museum Hilversum,bijeenkomstfunctie,,Centrum,WK040201,Centrum,BU04020101,0402200001583603,Kerkbrink,6,,1211BX,Hilversum,,,,5.17138243730063,52.2240961959499,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,b420fa174f904b5ca3e4fa7c4b2b03f5
3911,Hilversum,GM0402,12,Elckerlycschool,sportfunctie,,Zuid,WK040204,Staatsliedenkwartier,BU04020404,0402200001556448,Van Hogendorplaan,1,,1215EG,Hilversum,ingang Frederik van Eedenlaan,,,5.15746753101382,52.2163734741729,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,4d47d9dd791d4c3c9df0cc5a00cf1acf
3912,Aalsmeer,GM0358,,Gemeentehuis,"bijeenkomstfunctie, kantoorfunctie",,Wijk 00 Aalsmeer,WK035800,Centrum,BU03580000,0358200018939683,Raadhuisplein,1,,1431EH,Aalsmeer,,,,4.750315161,52.267062879,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,e4106aa77c674f759ae99d26011509c9
3913,Hilversum,GM0402,13,Bavinckschool,onderwijsfunctie,,Zuid,WK040204,Bloemenkwartier Noord,BU04020401,0402200001533219,Bosdrift,21,,1214JS,Hilversum,,,,5.16678776823928,52.2163710948063,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,1d3e7102366541328c37f4873c6069b6
3914,Hilversum,GM0402,14,Violenschool,onderwijsfunctie,,Zuid,WK040204,Bloemenkwartier Noord,BU04020401,0402200001602766,Violenstraat,3,,1214CJ,Hilversum,,,,5.16861723866985,52.2185192298473,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,263067bd4bf348239bec633806413bbf
3915,Hilversum,GM0402,15,Internationale School,onderwijsfunctie,,Zuidoost,WK040205,Schilderskwartier,BU04020501,0402200001574174,Rembrandtlaan,30,,1213BH,Hilversum,,,,5.17724174328536,52.2173877485761,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,dde21f4576ad472faf3accc15bb4c631
3916,Hilversum,GM0402,16,Hilversumse Schoolvereniging,onderwijsfunctie,,Zuidoost,WK040205,Schilderskwartier,BU04020501,0402200001615279,Frans Halslaan,70,,1213BM,Hilversum,,,,5.18083922488608,52.2165098155724,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,0cee435c4e434147bd118a64733ecf5d
3917,Hilversum,GM0402,17,Wijkcentrum De Zoutkeet,bijeenkomstfunctie,,Zuid,WK040204,Zeeheldenkwartier,BU04020405,0402200001615001,Zoutmanlaan,3,,1215PR,Hilversum,,,,5.15268585758623,52.2104874972068,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,1ef11b7292be495b925457446e610828
